key,question,options
CAREREL_W27,"How likely is it that, at some point in your life, you will be responsible for caring for an aging parent or family member?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'I am already doing this', 'Refused']"
INDUSTRY_W27,"What industry or field do you currently work in? If you have multiple jobs, please choose the one that you consider to be your main or primary occupation.","['Hospitality or service', 'Health care', 'Manufacturing, mining, or construction', 'Retail', 'Education', 'Banking, finance, accounting, real estate, or insurance', 'Transportation', 'Government, public administration or military', 'Information/Technology', 'Other', 'Not currently employed', 'Refused']"
PREDICTA_W27,Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
PREDICTB_W27,Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
PREDICTC_W27,Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
PREDICTD_W27,"Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer","['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
CARS1_W27,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?","['A lot', 'A little', 'Nothing at all', 'Refused']"
CARS2_W27,"Has what you've seen or heard about driverless vehicles been mostly positive, mostly negative, or a mix of both?","['Mostly positive', 'Mostly negative', 'A mix of both', 'Refused']"
CARS3A_W27,"How enthusiastic are you, if at all, about the development of driverless vehicles?","['Very enthusiastic', 'Somewhat enthusiastic', 'Not too enthusiastic', 'Not at all enthusiastic', 'Refused']"
CARS3B_W27,"How worried are you, if at all, about the development of driverless vehicles?","['Very worried', 'Somewhat worried', 'Not too worried', 'Not at all worried', 'Refused']"
CARS4_W27,"How long, if ever, do you think it will take for most of the vehicles on the road to be driverless, rather than driven by humans?","['Less than 10 years', '10 to less than 50 years', '50 to less than 100 years', '100 or more years', 'It will never happen', 'Refused']"
CARS5_W27,"Would you, personally, want to ride in a driverless vehicle if you had the opportunity?","['Yes', 'No', 'Refused']"
CARS7A_W27,How safe would you feel sharing the road with a driverless passenger vehicle?,"['Very safe', 'Somewhat safe', 'Not too safe', 'Not safe at all', 'Refused']"
CARS7B_W27,How safe would you feel sharing the road with a driverless freight truck?,"['Very safe', 'Somewhat safe', 'Not too safe', 'Not safe at all', 'Refused']"
CARS8_W27,"If driverless vehicles become widespread, do you think that the number of people killed or injured in traffic accidents will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']"
CARS9A_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']"
CARS9B_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']"
CARS9C_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']"
CARS10A_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Elderly and disabled people will be able to live more independently","['Yes, likely', 'No, not likely', 'Refused']"
