key,question,options
HAPPYLIFE_W36,"Generally, how would you say things are these days in your life? Would you say that you are","['Very happy', 'Pretty happy', 'Not too happy', 'Refused']"
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1C_W36,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1E_W36,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1F_W36,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1I_W36,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2A_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2B_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2C_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2D_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2F_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2G_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2H_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2I_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2K_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2L_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
STYLE1_W36,"Next, please think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that","['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
STYLE2_W36,"Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say","['Women generally have a better approach', 'Men generally have a better approach', 'Neither is better', 'Refused']"
AMNTWMNPF1_W36,"Thinking about the country today, would you say there are","['Too many women in high political offices', 'Too few women in high political offices', 'About the right number of women in high political offices', 'Refused']"
