key,question,options
NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWS_PLATFORMh_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a news website or app","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']"
SOURCESKEPa_W45,How much do you trust the accuracy of the news and information that you get from your main news outlets,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
SOURCESKEPb_W45,How much do you trust the accuracy of the news and information that you get from news outlets you don't come across often,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
SOURCESKEPc_W45,How much do you trust the accuracy of the news and information that you get from political leaders and public officials,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
SOURCESKEPd_W45,How much do you trust the accuracy of the news and information that you get from friends and family,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
SOURCESKEPe_W45,"How much do you trust the accuracy of the news and information that you get from Social media sites (such as Facebook, Twitter or Snapchat)","['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
INFOCONFUSEa_W45,How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Made-up information that is intended to mislead the public,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
INFOCONFUSEb_W45,How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Satire about an issue or event,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
INFOCONFUSEc_W45,How much do you think the following type of news and information leaves Americans confused about the basic facts of current issues and events? Breaking information that is published before everything is verified,"['A great deal', 'Some', 'Not much', 'Not at all', 'Refused']"
