key,question,options
GAP21Q1_W82,"Thinking about our economic situation, how would you describe the current economic situation in the US?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q2_W82,"When children today in the US grow up, do you think they will be","['Better off financially than their parents', 'Worse off financially than their parents', 'Refused']"
GAP21Q3_W82,How satisfied are you with the way democracy is working in the US?,"['Very satisfied', 'Somewhat satisfied', 'Not too satisfied', 'Not at all satisfied', 'Refused']"
GAP21Q4_a_W82,Do you have a favorable or unfavorable opinion of the United States,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q4_b_W82,Do you have a favorable or unfavorable opinion of China,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q4_c_W82,Do you have a favorable or unfavorable opinion of Germany,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q4_d_W82,Do you have a favorable or unfavorable opinion of the European Union,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q4_e_W82,Do you have a favorable or unfavorable opinion of the United Nations,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q4_f_W82,"Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization","['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']"
GAP21Q5_a_W82,Do you think the government of China respects the personal freedoms of its people?,"['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'Refused']"
GAP21Q5_b_W82,Do you think the government of the US respects the personal freedoms of its people?,"['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'Refused']"
GAP21Q6_W82,"Which statement comes closest to your own views, even if neither is exactly right? Democracy in the US","['Is a good example for other countries to follow', 'Used to be a good example, but has not been in recent years', 'Has never been a good example for other countries to follow', 'Refused']"
GAP21Q7_a_W82,Would you say the US has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q7_b_W82,Would you say China has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q7_c_W82,Would you say the European Union has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q7_d_W82,"Would you say the World Health Organization, or WHO has done a good or bad job dealing with the coronavirus outbreak?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q7_e_W82,Would you say Germany has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
GAP21Q8_W82,"As a result of the coronavirus outbreak, has your own life changed","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
GAP21Q9_W82,"Thinking about the US as a whole, do you think this country is now","['More united than before the coronavirus outbreak', 'More divided than before the coronavirus outbreak', 'Refused']"
GAP21Q10_W82,"Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, do you think there should have been","['More restrictions', 'Fewer restrictions', 'The restrictions were about right', 'Refused']"
GAP21Q11_W82,"Which statement comes closer to your view, even if neither is exactly right? America's economy is","['Recovering from the effects of the coronavirus outbreak in ways that show the strengths of its economic system', 'Failing to recover from the effects of the coronavirus outbreak in ways that show the weaknesses of its economic system', 'Refused']"
GAP21Q12_W82,"How much confidence, if any, do you have in the healthcare system in the US to handle a future global health emergency that might occur?","['A great deal', 'Some', 'Not too much', 'None at all', 'Refused']"
GAP21Q13_a_W82,"Thinking about the US, how much would you say the economic system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']"
GAP21Q13_b_W82,"Thinking about the US, how much would you say the healthcare system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']"
GAP21Q13_c_W82,"Thinking about the US, how much would you say the political system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']"
GAP21Q14_W82,And how confident are you that America's political system can be changed effectively?,"['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']"
GAP21Q15_a_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q15_b_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Colleges and universities","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q15_c_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Standard of living","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q15_d_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Military","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q15_e_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Technological achievements","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q15_f_W82,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Entertainment, including movies, music and television","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']"
GAP21Q17_W82,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
GAP21Q18_W82,"Which statement comes closer to your view, even if neither is exactly right? The US should","['Try to promote human rights in China, even if it harms economic relations with China', 'Prioritize strengthening economic relations with China, even if it means not addressing human rights issues', 'Refused']"
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
GAP21Q20_W82,"Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the US","['A better place to live', 'A worse place to live', 'Refused']"
