key,question,options
FIN_SIT_W54,How would you describe your household's financial situation?,"['Live comfortably', 'Meet your basic expenses with a little left over for extras', 'Just meet your basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
FIN_SITFUT_W54,"In the future, do you think your household will have enough money to live comfortably?","['Yes', 'No', 'Refused']"
FIN_SITMOST_W54,How would you describe the financial situation of most Americans?,"['Live comfortably', 'Meet their basic expenses with a little left over for extras', 'Just meet their basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
FIN_SITCOMM_W54,How would you describe the financial situation of most people in the area where you live?,"['Live comfortably', 'Meet their basic expenses with a little left over for extras', 'Just meet their basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
FIN_SITGROWUP_W54,"Now thinking about when you were growing up, how would you describe your family's financial situation for most of the time when you were growing up?","['Lived comfortably', 'Met basic expenses with a little left over for extras', 'Just met basic expenses', ""Didn't even have enough to meet basic expenses"", 'Refused']"
JOBTRAIN_W54,"Looking ahead, how important do you think it will be for you to get training and develop new skills throughout your work life in order to keep up with changes in the workplace?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
GOVPRIORITYa_W54,How much of a priority should the following be for the federal government to address: Making health care more affordable,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVPRIORITYb_W54,How much of a priority should the following be for the federal government to address: Reducing illegal immigration,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVPRIORITYc_W54,How much of a priority should the following be for the federal government to address: Reducing economic inequality,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVPRIORITYd_W54,How much of a priority should the following be for the federal government to address: Addressing climate change,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVPRIORITYe_W54,How much of a priority should the following be for the federal government to address: Dealing with terrorism,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVPRIORITYf_W54,How much of a priority should the following be for the federal government to address: Reducing gun violence,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
GOVRESP_a_W54,Do you think an adequate standard of living is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_b_W54,Do you think adequate housing is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_c_W54,Do you think high quality K-12 education is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_d_W54,Do you think a college education is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_e_W54,Do you think adequate income in retirement is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_f_W54,Do you think adequate medical care is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_g_W54,Do you think Health insurance is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
GOVRESP_h_W54,Do you think access to high-speed internet is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
ECON1_W54,"Thinking about the nation's economy, how would you rate economic conditions in this country today?","['Excellent', 'Good', 'Only fair', 'Poor', 'Refused']"
ECON1B_W54,"A year from now, do you expect that economic conditions in the country as a whole will be","['Better', 'Worse', 'About the same as now', 'Refused']"
ECON3_a_W54,"How much, if at all, do you think the availability of jobs is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_b_W54,"How much, if at all, do you think how the stock market is doing is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_c_W54,"How much, if at all, do you think prices for food and consumer goods are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_d_W54,"How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_e_W54,"How much, if at all, do you think real estate values are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_f_W54,"How much, if at all, do you think gas prices are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_g_W54,"How much, if at all, do you think the federal budget deficit is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_h_W54,"How much, if at all, do you think wages and incomes are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON3_i_W54,"How much, if at all, do you think the country's tax system is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_b_W54,"Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_c_W54,"Thinking about your own household's financial situation, how much, if at all, does prices for food and consumer goods affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_d_W54,"Thinking about your own household's financial situation, how much, if at all, does the cost of health care affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_e_W54,"Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_f_W54,"Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_g_W54,"Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_h_W54,"Thinking about your own household's financial situation, how much, if at all, does wages and incomes in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_i_W54,"Thinking about your own household's financial situation, how much, if at all, does the country's tax system affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
INEQ1_W54,"Thinking about the level of economic inequality in the country these days, would you say there is","['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']"
INEQ2_W54,Do you think that,"['Some amount of economic inequality is acceptable', 'No amount of economic inequality is acceptable', 'Refused']"
INEQ3_W54,"In order to address economic inequality in this country, do you think our economic system","['Requires only minor changes', 'Requires major changes', 'Needs to be completely rebuilt', 'Refused']"
INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_b_W54,"How much responsibility, if any, should state governments have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_c_W54,"How much responsibility, if any, should large businesses and corporations have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_d_W54,"How much responsibility, if any, should churches and other religious organizations have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_e_W54,"How much responsibility, if any, should wealthy individuals have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_b_W54,"How much, if at all, do you think our current trade policies with other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_c_W54,"How much, if at all, do you think the automation of jobs contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_d_W54,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_f_W54,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_g_W54,"How much, if at all, do you think our tax system contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_i_W54,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_j_W54,"How much, if at all, do you think problems with our educational system contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ6_W54,"Thinking about children growing up in this country these days, how much, if at all, do you think their family's financial situation impacts their ability to succeed in life?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
INEQ7_W54,"Thinking about children growing up in the area where you live these days, how much, if at all, do you think their family's financial situation impacts their ability to succeed in life?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
