key,question,options
POL1JB_W92,Do you approve or disapprove of the way Joe Biden is handling his job as president?,"['Approve', 'Disapprove', 'Refused']"
LIFEFIFTY_W92,"In general, would you say life in America today is better, worse, or about the same as it was 50 years ago for people like you?","['Better', 'Worse', 'About the same', 'Refused']"
BIGHOUSES_W92,Would you prefer to live in a community where the houses are,"['Larger and farther apart, but schools, stores, and restaurants are several miles away', 'Smaller and closer to each other, but schools, stores, and restaurants are within walking distance', 'Refused']"
INSTN_CHR_W92,Are churches and religious organizations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_CLGS_W92,Are colleges and universities having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_LGECRP_W92,Are large corporations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_MSCENT_W92,Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_LBRUN_W92,Are labor unions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_K12_W92,Are k-12 public schools having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_BNKS_W92,Are banks and other financial institutions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
INSTN_TECHCMP_W92,Are technology companies having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']"
DIFFPARTY_W92,"Thinking about the Democratic and Republican parties, would you say there is","['A great deal of difference in what they stand for', 'A fair amount of difference in what they stand for', 'Hardly any difference at all in what they stand for', 'Refused']"
GOVSIZE1_W92,"If you had to choose, would you rather have","['A smaller government providing fewer services', 'A bigger government providing more services', 'Refused']"
GOVSIZE2_W92,"When you say you favor a smaller government providing fewer services, do you think it would be better to","['Eliminate most current government services', 'Modestly reduce current government services', 'Refused']"
GOVSIZE3_W92,"When you say you favor a bigger government providing more services, do you think it would be better to","['Modestly expand on current government services', 'Greatly expand on current government services', 'Refused']"
USEXCEPT_W92,Which of these statements best describes your opinion about the United States?,"['The U.S. stands above all other countries in the world', 'The U.S. is one of the greatest countries in the world, along with some others', 'There are other countries that are better than the U.S.', 'Refused']"
WOMENOBS_W92,Please choose the statement that comes closer to your own views.,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']"
