key,question,options
RACESURV1a_W43,"For your physical health aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']"
RACESURV1b_W43,"For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']"
RACESURV1c_W43,"For your relationships with family and friends aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']"
RACESURV1d_W43,"For your personal finances aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']"
ADMISSIONa_W43,"Do you think race or ethnicity should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONb_W43,"Do you think gender should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONc_W43,"Do you think whether a relative attended the school should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONd_W43,"Do you think athletic ability should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONe_W43,"Do you think involvement in community service should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONf_W43,"Do you think scores on standardized tests, such as the SAT or act should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONg_W43,"Do you think high school grades should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
ADMISSIONh_W43,"Do you think being the first person in the family to go to college should be a major factor, minor factor, or not a factor in college admissions?","['Major factor', 'Minor factor', 'Not a factor', 'Refused']"
RACESURV2_W43,"The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is","['Very good for the country', 'Somewhat good for the country', 'Somewhat bad for the country', 'Very bad for the country', 'Neither good nor bad for the country', 'Refused']"
RACESURV3_W43,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it","[""Easier for policymakers to solve the country's problems"", ""Harder for policymakers to solve the country's problems"", ""Doesn't make much difference"", 'Refused']"
RACESURV4_W43,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has","[""A positive impact on the country's culture"", ""A negative impact on the country's culture"", ""Doesn't make much difference"", 'Refused']"
RACESURV5a_W43,"Overall, how does being white affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5b_W43,"Overall, how does being black affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5c_W43,"Overall, how does being Hispanic affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5d_W43,"Overall, how does being Asian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5e_W43,"Overall, how does being Native American affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5f_W43,"Overall, how does being Jewish affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5g_W43,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5h_W43,"Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5i_W43,"Overall, how does being a man affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5j_W43,"Overall, how does being a woman affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5k_W43,"Overall, how does being poor affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV5l_W43,"Overall, how does being wealthy affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']"
RACESURV6_W43,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?","['People seeing racial discrimination where it really does not exist', 'People not seeing racial discrimination where it really does exist', 'Refused']"
RACESURV7_W43,"How often, if ever, does race or race relations come up in your conversations with family and friends?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
RACESURV8_W43,"When race or race relations comes up in your conversations with family and friends, are you generally","['Very comfortable', 'Somewhat comfortable', 'Somewhat uncomfortable', 'Very uncomfortable', 'Refused']"
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']"
RACESURV10_W43,Do you think race relations in the United States are,"['Generally good', 'Generally bad', 'Refused']"
RACESURV11_W43,Do you think race relations in the United States are,"['Getting better', 'Getting worse', 'Staying about the same', 'Refused']"
RACESURV12_W43,"When it comes to giving black people equal rights with whites, do you think our country has","['Gone too far', 'Not gone far enough', 'Been about right', 'Refused']"
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
RACATTN_W43,"In general, do you think there is too much, too little, or about the right amount of attention paid to race and racial issues in our country these days?","['Too much attention', 'Too little attention', 'About the right amount of attention', 'Refused']"
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']"
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']"
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']"
RACESURV16_W43,"When it comes to improving race relations, do you think it is more important for people to focus on","['The unique experiences of different racial and ethnic groups', 'What different racial and ethnic groups have in common', 'Refused']"
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']"
RACESURV18a_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV18c_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV18d_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV18e_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']"
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
RACESURV19b_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
