key,question,options
OPTIMIST_W41,"Please think about what things will be like in 2050, about 30 years from now. Thinking about the future of the United States, would you say you are","['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']"
AVGFAM_W41,"Over the next 30 years, do you think that the average American family will see its standard of living","['Get better', 'Stay about the same', 'Get worse', 'Refused']"
HAPPENa_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The U.S. economy will be stronger/weaker","['The U.S. economy will be stronger', 'The U.S. economy will be weaker', 'Refused']"
HAPPENb_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Health care will be more/less affordable","['Health care will be more affordable', 'Health care will be less affordable', 'Refused']"
HAPPENc_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Race relations will improve/get worse","['Race relations will improve', 'Race relations will get worse', 'Refused']"
HAPPENd_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The U.S. will be more/less important in the world","['The U.S. will be more important in the world', 'The U.S. will be less important in the world', 'Refused']"
HAPPENe_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The gap between the rich and the poor will grow/get smaller","['The gap between the rich and the poor will grow', 'The gap between the rich and the poor will get smaller', 'Refused']"
HAPPENf_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The public education system will improve/get worse","['The public education system will improve', 'The public education system will get worse', 'Refused']"
HAPPENg_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Religion will become less/about as important","['Religion will become less important', 'Religion will be about as important as it is now', 'Refused']"
HAPPENhF1_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? People 65 and older will have a better/worse standard of living","['People 65 and older will have a better standard of living', 'People 65 and older will have a worse standard of living', 'Refused']"
HAPPENiF2_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Children will have a better/worse standard of living","['Children will have a better standard of living', 'Children will have a worse standard of living', 'Refused']"
HAPPENj_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The country will be more/less politically divided","['The country will be more politically divided', 'The country will be less politically divided', 'Refused']"
HAPPEN2a_W41,How likely do you think it is that the following will happen in the next 30 years? There will be a terrorist attack on the U.S. as bad as or worse than 9/11,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2c_W41,How likely do you think it is that the following will happen in the next 30 years? There will be a cure for Alzheimer's disease,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2d_W41,How likely do you think it is that the following will happen in the next 30 years? China will overtake the U.S. as the world's main superpower,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2e_W41,How likely do you think it is that the following will happen in the next 30 years? A woman will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2g_W41,How likely do you think it is that the following will happen in the next 30 years? Most Americans will work into their 70s to have enough resources to retire,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
HAPPEN2h_W41,How likely do you think it is that the following will happen in the next 30 years? There will be increasing violence against Jews in the U.S.,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']"
NATDEBT_W41,Which do you think is most likely to occur over the next 30 years? The national debt will,"['Grow larger', 'Stay about the same', 'Be reduced', 'Be eliminated', 'Refused']"
ENVC_W41,"By the year 2050, do you think the overall condition of the environment will be","['Better than it is now', 'Worse than it is now', 'About the same as it is now', 'Refused']"
POPPROB_W41,"In 2050, do you think population growth in the U.S. will be a","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
FTRWORRYa_W41,"Still thinking about the future of our country, how worried are you, if at all, about the overall soundness of our economic system?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
FTRWORRYb_W41,"Still thinking about the future of our country, how worried are you, if at all, about the ability of public schools to provide a quality education?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
FTRWORRYd_W41,"Still thinking about the future of our country, how worried are you, if at all, about the ability of political leaders to solve the country's biggest problems?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
FTRWORRYe_W41,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
FTRWORRYf_W41,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']"
ELDCARE_W41,"Thinking ahead 30 years from now, which do you think is more likely to happen? Adults ages 65 and older will be","['better prepared financially for retirement than older adults are today', 'less prepared financially for retirement than older adults today', 'Refused']"
ELDFINANCEF1_W41,Who do you think will be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']"
ELDFINANCEF2_W41,Who do you think should be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']"
GOVPRIOa_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the national debt?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOb_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOc_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to providing high-quality, affordable health care to all Americans?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOd_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on scientific research?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOe_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOfF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOgF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOhF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOiF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOjF1_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to avoiding tax increases?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOkF2_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOlF2_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to who come here legally? Allowing more immigrants into the U.S.","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOmF2_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOnF2_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
GOVPRIOoF2_W41,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']"
WRKTRN1F1_W41,"Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']"
WRKTRN1F2_W41,"Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']"
JOBSECURITY_W41,"By the year 2050, will the average working person in this country have","['More job security', 'Less job security', 'About the same', 'Refused']"
JOBBENEFITS_W41,"Over the next 30 years, will the average working person in this country have employee benefits, such as health insurance, paid vacations and retirement plans that are","['Better than they are now', 'Not as good as they are now', 'About the same as they are now', 'Refused']"
AUTOWKPLC_W41,"Overall, has the automation of jobs through new technology in the workplace","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']"
ROBWRK_W41,"Overall, how likely do you think it is that 30 years from now robots and computers will do much of the work currently done by humans? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']"
ROBWRK2_W41,"If robots and computers do much of the work currently done by humans, do you think this would be","['A very good thing for the country', 'A somewhat good thing for the country', 'A somewhat bad thing for the country', 'A very bad thing for the country', 'Refused']"
AUTOLKLY_W41,"Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']"
ROBIMPACTa_W41,"If robots and computers perform most of the jobs currently being done by humans, do you think it is likely or not that inequality between the rich and the poor would increase","['Yes, likely', 'No, not likely', 'Refused']"
ROBIMPACTb_W41,"If robots and computers perform most of the jobs currently being done by humans, do you think it is likely or not that the economy would create many new, better-paying jobs for humans","['Yes, likely', 'No, not likely', 'Refused']"
LEGALIMG_W41,"In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be","['Increased', 'Maintained at current levels', 'Decreased', 'Refused']"
FUTRCLASSa_W41,"Over the next 30 years, do you think the share of Americans who are upper class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']"
FUTRCLASSb_W41,"Over the next 30 years, do you think the share of Americans who are in Middle Class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']"
FUTRCLASSc_W41,"Over the next 30 years, do you think the share of Americans who are lower class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']"
HARASS1F1a_W41,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1F1b_W41,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1F1c_W41,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1F1d_W41,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1NOWRKF2a_W41,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1NOWRKF2c_W41,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1NOWRKF2d_W41,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS3F1_W41,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']"
HARASS3NOWRKF2_W41,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']"
HARASS4_W41,"Now thinking about your own experiences have you ever personally received unwanted sexual advances or verbal or physical harassment of a sexual nature? This can be in any circumstance, whether or not work-related.","['Yes', 'No', 'Refused']"
HARASS5_W41,Have you received unwanted sexual advances or verbal or physical harassment of a sexual nature,"['In a professional or work setting', 'Outside of a professional or work setting', 'Both', 'Refused']"
ETHNCMAJMOD_W41,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
AGEMAJ_W41,"According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
INTRMAR_W41,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
SSMONEY_W41,"Thinking about what the Social Security system will look like when you are ready to retire, do you think there will be enough money to provide benefits to older Americans?","['Yes, at current levels', 'Yes, but at reduced levels', 'No', 'Refused']"
SSCUT_W41,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?","['Some reductions in benefits for future retirees will need to be made', 'Social Security benefits should not be reduced in any way', 'Refused']"
FUTR_ABR_W41,"Thinking again about the year 2050, or 30 years from now, do you think abortion will be","['Legal with no restrictions', 'Legal but with some restrictions', 'Illegal except in certain cases', 'Illegal with no exceptions', 'Refused']"
FUTR_DIV_W41,"By 2050, do you expect that people who are married will be","['More likely to get divorced than people are now', 'Less likely to get divorced than people are now', 'About as likely to get divorced as people are now', 'Refused']"
FUTR_M_W41,"By 2050, do you expect that people will be","['More likely to get married than people are now', 'Less likely to get married than people are now', 'About as likely to get married as people are now', 'Refused']"
FUTR_K_W41,"By 2050, do you expect that people will be","['More likely to have children than people are now', 'Less likely to have children than people are now', 'About as likely to have children as people are now', 'Refused']"
SOLVPROBa_W41,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBb_W41,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBc_W41,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBdF1_W41,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBeF2_W41,"In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBf_W41,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBg_W41,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBh_W41,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
SOLVPROBi_W41,"In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
