key,question,options
PAST_W42,"Compared with twenty years ago, do you think developments in science have made people's lives","['Better', 'Worse', 'About the same', 'Refused']"
FUTURE_W42,"Looking ahead to the next twenty years, do you think developments in science will make people's lives","['Better', 'Worse', 'About the same', 'Refused']"
SC1_W42,"Overall, would you say science has had a mostly positive effect on our society or a mostly negative effect on our society?","['Mostly positive', 'Mostly negative', 'Equal positive and negative effects', 'Refused']"
CONFa_W42,"How much confidence, if any, do you have in elected officials to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFb_W42,"How much confidence, if any, do you have in the news media to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFc_W42,"How much confidence, if any, do you have in the military to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFd_F1_W42,"How much confidence, if any, do you have in medical scientists to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFd_F2_W42,"How much confidence, if any, do you have in scientists to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFe_W42,"How much confidence, if any, do you have in religious leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFf_W42,"How much confidence, if any, do you have in public school principals for grades K-12 to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
CONFg_W42,"How much confidence, if any, do you have in business leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
POLICY1_W42,"Which of these statements comes closer to your own view, even if neither is exactly right?","['Scientists should take an active role in public policy debates about scientific issues', 'Scientists should focus on establishing sound scientific facts and stay out of public policy debates', 'Refused']"
POLICY2_W42,"Which of these statements comes closer to your own view, even if neither is exactly right?","['Public opinion should play an important role to guide policy decisions about scientific issues', 'Public opinion should not play an important role to guide policy decisions about scientific issues because these issues', 'Refused']"
POLICY3_W42,"In general, would you say scientific experts are","['Usually better at making good policy decisions about scientific issues than other people', 'Usually worse at making good policy decisions about scientific issues than other people', 'neither better nor worse at making good policy decisions about scientific issues than other people', 'Refused']"
RQ1_F1A_W42,"In general, would you say your view of medical research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
RQ2_F1A_W42,"How much, if anything, do you know about what medical research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']"
RQ3_F1Aa_W42,Is what you know about medical research scientists because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']"
RQ3_F1Ab_W42,Is what you know about medical research scientists because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']"
RQ3_F1Ac_W42,Is what you know about medical research scientists because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']"
RQ3_F1Ad_W42,Is what you know about medical research scientists because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']"
RQ4_F1Aa_W42,"Thinking about medical research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ4_F1Ab_W42,"Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ4_F1Ac_W42,"Thinking about medical research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ4_F1Ad_W42,"Thinking about medical research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ4_F1Ae_W42,"Thinking about medical research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ5_F1A_W42,"Overall, do you think research misconduct by medical research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
RQ6_F1A_W42,"When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as","['Isolated incidents', 'Signs of a broader problem', 'Refused']"
RQ7_F1A_W42,"When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?","[""Most medical research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the medical research scientists that are the problem"", 'Refused']"
RQ8_F1A_W42,"How often, if at all, do you think medical research scientists face serious consequences if they engage in research misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']"
RQ1_F1B_W42,"In general, would you say your view of environmental research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
RQ2_F1B_W42,"How much, if anything, do you know about what environmental research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']"
